date_key,full_date,day,month,month_name,quarter,year,week_number,day_of_week,is_weekend_uae,is_peak_season,is_ramadan,fiscal_year,fiscal_quarter,currency
20211010,2021-10-10,10,10,October,Q4,2021,40,Sunday,False,False,False,FY2021,Q4,AED
20211011,2021-10-11,11,10,October,Q4,2021,41,Monday,False,False,False,FY2021,Q4,AED
20211012,2021-10-12,12,10,October,Q4,2021,41,Tuesday,False,False,False,FY2021,Q4,AED
20211013,2021-10-13,13,10,October,Q4,2021,41,Wednesday,False,False,False,FY2021,Q4,AED
20211014,2021-10-14,14,10,October,Q4,2021,41,Thursday,False,False,False,FY2021,Q4,AED
20211015,2021-10-15,15,10,October,Q4,2021,41,Friday,True,False,False,FY2021,Q4,AED
20211016,2021-10-16,16,10,October,Q4,2021,41,Saturday,True,False,False,FY2021,Q4,AED
20211017,2021-10-17,17,10,October,Q4,2021,41,Sunday,False,False,False,FY2021,Q4,AED
20211018,2021-10-18,18,10,October,Q4,2021,42,Monday,False,False,False,FY2021,Q4,AED
20211019,2021-10-19,19,10,October,Q4,2021,42,Tuesday,False,False,False,FY2021,Q4,AED
20211020,2021-10-20,20,10,October,Q4,2021,42,Wednesday,False,False,False,FY2021,Q4,AED
20211021,2021-10-21,21,10,October,Q4,2021,42,Thursday,False,False,False,FY2021,Q4,AED
20211022,2021-10-22,22,10,October,Q4,2021,42,Friday,True,False,False,FY2021,Q4,AED
20211023,2021-10-23,23,10,October,Q4,2021,42,Saturday,True,False,False,FY2021,Q4,AED
20211024,2021-10-24,24,10,October,Q4,2021,42,Sunday,False,False,False,FY2021,Q4,AED
20211025,2021-10-25,25,10,October,Q4,2021,43,Monday,False,False,False,FY2021,Q4,AED
20211026,2021-10-26,26,10,October,Q4,2021,43,Tuesday,False,False,False,FY2021,Q4,AED
20211027,2021-10-27,27,10,October,Q4,2021,43,Wednesday,False,False,False,FY2021,Q4,AED
20211028,2021-10-28,28,10,October,Q4,2021,43,Thursday,False,False,False,FY2021,Q4,AED
20211029,2021-10-29,29,10,October,Q4,2021,43,Friday,True,False,False,FY2021,Q4,AED
20211030,2021-10-30,30,10,October,Q4,2021,43,Saturday,True,False,False,FY2021,Q4,AED
20211031,2021-10-31,31,10,October,Q4,2021,43,Sunday,False,False,False,FY2021,Q4,AED
20211101,2021-11-01,1,11,November,Q4,2021,44,Monday,False,False,False,FY2021,Q4,AED
20211102,2021-11-02,2,11,November,Q4,2021,44,Tuesday,False,False,False,FY2021,Q4,AED
20211103,2021-11-03,3,11,November,Q4,2021,44,Wednesday,False,False,False,FY2021,Q4,AED
20211104,2021-11-04,4,11,November,Q4,2021,44,Thursday,False,True,False,FY2021,Q4,AED
20211105,2021-11-05,5,11,November,Q4,2021,44,Friday,True,True,False,FY2021,Q4,AED
20211106,2021-11-06,6,11,November,Q4,2021,44,Saturday,True,False,False,FY2021,Q4,AED
20211107,2021-11-07,7,11,November,Q4,2021,44,Sunday,False,False,False,FY2021,Q4,AED
20211108,2021-11-08,8,11,November,Q4,2021,45,Monday,False,False,False,FY2021,Q4,AED
20211109,2021-11-09,9,11,November,Q4,2021,45,Tuesday,False,False,False,FY2021,Q4,AED
20211110,2021-11-10,10,11,November,Q4,2021,45,Wednesday,False,False,False,FY2021,Q4,AED
20211111,2021-11-11,11,11,November,Q4,2021,45,Thursday,False,False,False,FY2021,Q4,AED
20211112,2021-11-12,12,11,November,Q4,2021,45,Friday,True,False,False,FY2021,Q4,AED
20211113,2021-11-13,13,11,November,Q4,2021,45,Saturday,True,False,False,FY2021,Q4,AED
20211114,2021-11-14,14,11,November,Q4,2021,45,Sunday,False,False,False,FY2021,Q4,AED
20211115,2021-11-15,15,11,November,Q4,2021,46,Monday,False,False,False,FY2021,Q4,AED
20211116,2021-11-16,16,11,November,Q4,2021,46,Tuesday,False,False,False,FY2021,Q4,AED
20211117,2021-11-17,17,11,November,Q4,2021,46,Wednesday,False,False,False,FY2021,Q4,AED
20211118,2021-11-18,18,11,November,Q4,2021,46,Thursday,False,False,False,FY2021,Q4,AED
20211119,2021-11-19,19,11,November,Q4,2021,46,Friday,True,False,False,FY2021,Q4,AED
20211120,2021-11-20,20,11,November,Q4,2021,46,Saturday,True,False,False,FY2021,Q4,AED
20211121,2021-11-21,21,11,November,Q4,2021,46,Sunday,False,False,False,FY2021,Q4,AED
20211122,2021-11-22,22,11,November,Q4,2021,47,Monday,False,False,False,FY2021,Q4,AED
20211123,2021-11-23,23,11,November,Q4,2021,47,Tuesday,False,False,False,FY2021,Q4,AED
20211124,2021-11-24,24,11,November,Q4,2021,47,Wednesday,False,False,False,FY2021,Q4,AED
20211125,2021-11-25,25,11,November,Q4,2021,47,Thursday,False,False,False,FY2021,Q4,AED
20211126,2021-11-26,26,11,November,Q4,2021,47,Friday,True,False,False,FY2021,Q4,AED
20211127,2021-11-27,27,11,November,Q4,2021,47,Saturday,True,False,False,FY2021,Q4,AED
20211128,2021-11-28,28,11,November,Q4,2021,47,Sunday,False,False,False,FY2021,Q4,AED
20211129,2021-11-29,29,11,November,Q4,2021,48,Monday,False,False,False,FY2021,Q4,AED
20211130,2021-11-30,30,11,November,Q4,2021,48,Tuesday,False,False,False,FY2021,Q4,AED
20211201,2021-12-01,1,12,December,Q4,2021,48,Wednesday,False,False,False,FY2021,Q4,AED
20211202,2021-12-02,2,12,December,Q4,2021,48,Thursday,False,True,False,FY2021,Q4,AED
20211203,2021-12-03,3,12,December,Q4,2021,48,Friday,True,False,False,FY2021,Q4,AED
20211204,2021-12-04,4,12,December,Q4,2021,48,Saturday,True,False,False,FY2021,Q4,AED
20211205,2021-12-05,5,12,December,Q4,2021,48,Sunday,False,False,False,FY2021,Q4,AED
20211206,2021-12-06,6,12,December,Q4,2021,49,Monday,False,False,False,FY2021,Q4,AED
20211207,2021-12-07,7,12,December,Q4,2021,49,Tuesday,False,False,False,FY2021,Q4,AED
20211208,2021-12-08,8,12,December,Q4,2021,49,Wednesday,False,False,False,FY2021,Q4,AED
20211209,2021-12-09,9,12,December,Q4,2021,49,Thursday,False,False,False,FY2021,Q4,AED
20211210,2021-12-10,10,12,December,Q4,2021,49,Friday,True,False,False,FY2021,Q4,AED
20211211,2021-12-11,11,12,December,Q4,2021,49,Saturday,True,False,False,FY2021,Q4,AED
20211212,2021-12-12,12,12,December,Q4,2021,49,Sunday,False,False,False,FY2021,Q4,AED
20211213,2021-12-13,13,12,December,Q4,2021,50,Monday,False,False,False,FY2021,Q4,AED
20211214,2021-12-14,14,12,December,Q4,2021,50,Tuesday,False,False,False,FY2021,Q4,AED
20211215,2021-12-15,15,12,December,Q4,2021,50,Wednesday,False,True,False,FY2021,Q4,AED
20211216,2021-12-16,16,12,December,Q4,2021,50,Thursday,False,True,False,FY2021,Q4,AED
20211217,2021-12-17,17,12,December,Q4,2021,50,Friday,True,True,False,FY2021,Q4,AED
20211218,2021-12-18,18,12,December,Q4,2021,50,Saturday,True,True,False,FY2021,Q4,AED
20211219,2021-12-19,19,12,December,Q4,2021,50,Sunday,False,True,False,FY2021,Q4,AED
20211220,2021-12-20,20,12,December,Q4,2021,51,Monday,False,True,False,FY2021,Q4,AED
20211221,2021-12-21,21,12,December,Q4,2021,51,Tuesday,False,True,False,FY2021,Q4,AED
20211222,2021-12-22,22,12,December,Q4,2021,51,Wednesday,False,True,False,FY2021,Q4,AED
20211223,2021-12-23,23,12,December,Q4,2021,51,Thursday,False,True,False,FY2021,Q4,AED
20211224,2021-12-24,24,12,December,Q4,2021,51,Friday,True,True,False,FY2021,Q4,AED
20211225,2021-12-25,25,12,December,Q4,2021,51,Saturday,True,True,False,FY2021,Q4,AED
20211226,2021-12-26,26,12,December,Q4,2021,51,Sunday,False,True,False,FY2021,Q4,AED
20211227,2021-12-27,27,12,December,Q4,2021,52,Monday,False,True,False,FY2021,Q4,AED
20211228,2021-12-28,28,12,December,Q4,2021,52,Tuesday,False,True,False,FY2021,Q4,AED
20211229,2021-12-29,29,12,December,Q4,2021,52,Wednesday,False,True,False,FY2021,Q4,AED
20211230,2021-12-30,30,12,December,Q4,2021,52,Thursday,False,True,False,FY2021,Q4,AED
20211231,2021-12-31,31,12,December,Q4,2021,52,Friday,True,True,False,FY2021,Q4,AED
20220101,2022-01-01,1,1,January,Q1,2022,52,Saturday,True,True,False,FY2022,Q1,AED
20220102,2022-01-02,2,1,January,Q1,2022,52,Sunday,False,True,False,FY2022,Q1,AED
20220103,2022-01-03,3,1,January,Q1,2022,1,Monday,False,True,False,FY2022,Q1,AED
20220104,2022-01-04,4,1,January,Q1,2022,1,Tuesday,False,True,False,FY2022,Q1,AED
20220105,2022-01-05,5,1,January,Q1,2022,1,Wednesday,False,True,False,FY2022,Q1,AED
20220106,2022-01-06,6,1,January,Q1,2022,1,Thursday,False,True,False,FY2022,Q1,AED
20220107,2022-01-07,7,1,January,Q1,2022,1,Friday,True,True,False,FY2022,Q1,AED
20220108,2022-01-08,8,1,January,Q1,2022,1,Saturday,True,True,False,FY2022,Q1,AED
20220109,2022-01-09,9,1,January,Q1,2022,1,Sunday,False,True,False,FY2022,Q1,AED
20220110,2022-01-10,10,1,January,Q1,2022,2,Monday,False,True,False,FY2022,Q1,AED
20220111,2022-01-11,11,1,January,Q1,2022,2,Tuesday,False,True,False,FY2022,Q1,AED
20220112,2022-01-12,12,1,January,Q1,2022,2,Wednesday,False,True,False,FY2022,Q1,AED
20220113,2022-01-13,13,1,January,Q1,2022,2,Thursday,False,True,False,FY2022,Q1,AED
20220114,2022-01-14,14,1,January,Q1,2022,2,Friday,True,True,False,FY2022,Q1,AED
20220115,2022-01-15,15,1,January,Q1,2022,2,Saturday,True,False,False,FY2022,Q1,AED
20220116,2022-01-16,16,1,January,Q1,2022,2,Sunday,False,False,False,FY2022,Q1,AED
20220117,2022-01-17,17,1,January,Q1,2022,3,Monday,False,False,False,FY2022,Q1,AED
20220118,2022-01-18,18,1,January,Q1,2022,3,Tuesday,False,False,False,FY2022,Q1,AED
20220119,2022-01-19,19,1,January,Q1,2022,3,Wednesday,False,False,False,FY2022,Q1,AED
20220120,2022-01-20,20,1,January,Q1,2022,3,Thursday,False,False,False,FY2022,Q1,AED
20220121,2022-01-21,21,1,January,Q1,2022,3,Friday,True,False,False,FY2022,Q1,AED
20220122,2022-01-22,22,1,January,Q1,2022,3,Saturday,True,False,False,FY2022,Q1,AED
20220123,2022-01-23,23,1,January,Q1,2022,3,Sunday,False,False,False,FY2022,Q1,AED
20220124,2022-01-24,24,1,January,Q1,2022,4,Monday,False,False,False,FY2022,Q1,AED
20220125,2022-01-25,25,1,January,Q1,2022,4,Tuesday,False,False,False,FY2022,Q1,AED
20220126,2022-01-26,26,1,January,Q1,2022,4,Wednesday,False,False,False,FY2022,Q1,AED
20220127,2022-01-27,27,1,January,Q1,2022,4,Thursday,False,False,False,FY2022,Q1,AED
20220128,2022-01-28,28,1,January,Q1,2022,4,Friday,True,False,False,FY2022,Q1,AED
20220129,2022-01-29,29,1,January,Q1,2022,4,Saturday,True,False,False,FY2022,Q1,AED
20220130,2022-01-30,30,1,January,Q1,2022,4,Sunday,False,False,False,FY2022,Q1,AED
20220131,2022-01-31,31,1,January,Q1,2022,5,Monday,False,False,False,FY2022,Q1,AED
20220201,2022-02-01,1,2,February,Q1,2022,5,Tuesday,False,False,False,FY2022,Q1,AED
20220202,2022-02-02,2,2,February,Q1,2022,5,Wednesday,False,False,False,FY2022,Q1,AED
20220203,2022-02-03,3,2,February,Q1,2022,5,Thursday,False,False,False,FY2022,Q1,AED
20220204,2022-02-04,4,2,February,Q1,2022,5,Friday,True,False,False,FY2022,Q1,AED
20220205,2022-02-05,5,2,February,Q1,2022,5,Saturday,True,False,False,FY2022,Q1,AED
20220206,2022-02-06,6,2,February,Q1,2022,5,Sunday,False,False,False,FY2022,Q1,AED
20220207,2022-02-07,7,2,February,Q1,2022,6,Monday,False,False,False,FY2022,Q1,AED
20220208,2022-02-08,8,2,February,Q1,2022,6,Tuesday,False,False,False,FY2022,Q1,AED
20220209,2022-02-09,9,2,February,Q1,2022,6,Wednesday,False,False,False,FY2022,Q1,AED
20220210,2022-02-10,10,2,February,Q1,2022,6,Thursday,False,False,False,FY2022,Q1,AED
20220211,2022-02-11,11,2,February,Q1,2022,6,Friday,True,False,False,FY2022,Q1,AED
20220212,2022-02-12,12,2,February,Q1,2022,6,Saturday,True,False,False,FY2022,Q1,AED
20220213,2022-02-13,13,2,February,Q1,2022,6,Sunday,False,False,False,FY2022,Q1,AED
20220214,2022-02-14,14,2,February,Q1,2022,7,Monday,False,True,False,FY2022,Q1,AED
20220215,2022-02-15,15,2,February,Q1,2022,7,Tuesday,False,False,False,FY2022,Q1,AED
20220216,2022-02-16,16,2,February,Q1,2022,7,Wednesday,False,False,False,FY2022,Q1,AED
20220217,2022-02-17,17,2,February,Q1,2022,7,Thursday,False,False,False,FY2022,Q1,AED
20220218,2022-02-18,18,2,February,Q1,2022,7,Friday,True,False,False,FY2022,Q1,AED
20220219,2022-02-19,19,2,February,Q1,2022,7,Saturday,True,False,False,FY2022,Q1,AED
20220220,2022-02-20,20,2,February,Q1,2022,7,Sunday,False,False,False,FY2022,Q1,AED
20220221,2022-02-21,21,2,February,Q1,2022,8,Monday,False,False,False,FY2022,Q1,AED
20220222,2022-02-22,22,2,February,Q1,2022,8,Tuesday,False,False,False,FY2022,Q1,AED
20220223,2022-02-23,23,2,February,Q1,2022,8,Wednesday,False,False,False,FY2022,Q1,AED
20220224,2022-02-24,24,2,February,Q1,2022,8,Thursday,False,False,False,FY2022,Q1,AED
20220225,2022-02-25,25,2,February,Q1,2022,8,Friday,True,False,False,FY2022,Q1,AED
20220226,2022-02-26,26,2,February,Q1,2022,8,Saturday,True,False,False,FY2022,Q1,AED
20220227,2022-02-27,27,2,February,Q1,2022,8,Sunday,False,False,False,FY2022,Q1,AED
20220228,2022-02-28,28,2,February,Q1,2022,9,Monday,False,False,False,FY2022,Q1,AED
20220301,2022-03-01,1,3,March,Q1,2022,9,Tuesday,False,False,False,FY2022,Q1,AED
20220302,2022-03-02,2,3,March,Q1,2022,9,Wednesday,False,False,False,FY2022,Q1,AED
20220303,2022-03-03,3,3,March,Q1,2022,9,Thursday,False,False,False,FY2022,Q1,AED
20220304,2022-03-04,4,3,March,Q1,2022,9,Friday,True,False,False,FY2022,Q1,AED
20220305,2022-03-05,5,3,March,Q1,2022,9,Saturday,True,False,False,FY2022,Q1,AED
20220306,2022-03-06,6,3,March,Q1,2022,9,Sunday,False,False,False,FY2022,Q1,AED
20220307,2022-03-07,7,3,March,Q1,2022,10,Monday,False,False,False,FY2022,Q1,AED
20220308,2022-03-08,8,3,March,Q1,2022,10,Tuesday,False,False,False,FY2022,Q1,AED
20220309,2022-03-09,9,3,March,Q1,2022,10,Wednesday,False,False,False,FY2022,Q1,AED
20220310,2022-03-10,10,3,March,Q1,2022,10,Thursday,False,False,False,FY2022,Q1,AED
20220311,2022-03-11,11,3,March,Q1,2022,10,Friday,True,False,False,FY2022,Q1,AED
20220312,2022-03-12,12,3,March,Q1,2022,10,Saturday,True,False,False,FY2022,Q1,AED
20220313,2022-03-13,13,3,March,Q1,2022,10,Sunday,False,False,False,FY2022,Q1,AED
20220314,2022-03-14,14,3,March,Q1,2022,11,Monday,False,False,False,FY2022,Q1,AED
20220315,2022-03-15,15,3,March,Q1,2022,11,Tuesday,False,False,False,FY2022,Q1,AED
20220316,2022-03-16,16,3,March,Q1,2022,11,Wednesday,False,False,False,FY2022,Q1,AED
20220317,2022-03-17,17,3,March,Q1,2022,11,Thursday,False,False,False,FY2022,Q1,AED
20220318,2022-03-18,18,3,March,Q1,2022,11,Friday,True,False,False,FY2022,Q1,AED
20220319,2022-03-19,19,3,March,Q1,2022,11,Saturday,True,False,False,FY2022,Q1,AED
20220320,2022-03-20,20,3,March,Q1,2022,11,Sunday,False,False,False,FY2022,Q1,AED
20220321,2022-03-21,21,3,March,Q1,2022,12,Monday,False,False,False,FY2022,Q1,AED
20220322,2022-03-22,22,3,March,Q1,2022,12,Tuesday,False,False,False,FY2022,Q1,AED
20220323,2022-03-23,23,3,March,Q1,2022,12,Wednesday,False,False,False,FY2022,Q1,AED
20220324,2022-03-24,24,3,March,Q1,2022,12,Thursday,False,False,False,FY2022,Q1,AED
20220325,2022-03-25,25,3,March,Q1,2022,12,Friday,True,False,False,FY2022,Q1,AED
20220326,2022-03-26,26,3,March,Q1,2022,12,Saturday,True,False,False,FY2022,Q1,AED
20220327,2022-03-27,27,3,March,Q1,2022,12,Sunday,False,False,False,FY2022,Q1,AED
20220328,2022-03-28,28,3,March,Q1,2022,13,Monday,False,False,False,FY2022,Q1,AED
20220329,2022-03-29,29,3,March,Q1,2022,13,Tuesday,False,False,False,FY2022,Q1,AED
20220330,2022-03-30,30,3,March,Q1,2022,13,Wednesday,False,False,False,FY2022,Q1,AED
20220331,2022-03-31,31,3,March,Q1,2022,13,Thursday,False,False,False,FY2022,Q1,AED
20220401,2022-04-01,1,4,April,Q2,2022,13,Friday,True,False,False,FY2022,Q2,AED
20220402,2022-04-02,2,4,April,Q2,2022,13,Saturday,True,False,True,FY2022,Q2,AED
20220403,2022-04-03,3,4,April,Q2,2022,13,Sunday,False,False,True,FY2022,Q2,AED
20220404,2022-04-04,4,4,April,Q2,2022,14,Monday,False,False,True,FY2022,Q2,AED
20220405,2022-04-05,5,4,April,Q2,2022,14,Tuesday,False,False,True,FY2022,Q2,AED
20220406,2022-04-06,6,4,April,Q2,2022,14,Wednesday,False,False,True,FY2022,Q2,AED
20220407,2022-04-07,7,4,April,Q2,2022,14,Thursday,False,False,True,FY2022,Q2,AED
20220408,2022-04-08,8,4,April,Q2,2022,14,Friday,True,False,True,FY2022,Q2,AED
20220409,2022-04-09,9,4,April,Q2,2022,14,Saturday,True,False,True,FY2022,Q2,AED
20220410,2022-04-10,10,4,April,Q2,2022,14,Sunday,False,False,True,FY2022,Q2,AED
20220411,2022-04-11,11,4,April,Q2,2022,15,Monday,False,False,True,FY2022,Q2,AED
20220412,2022-04-12,12,4,April,Q2,2022,15,Tuesday,False,False,True,FY2022,Q2,AED
20220413,2022-04-13,13,4,April,Q2,2022,15,Wednesday,False,False,True,FY2022,Q2,AED
20220414,2022-04-14,14,4,April,Q2,2022,15,Thursday,False,False,True,FY2022,Q2,AED
20220415,2022-04-15,15,4,April,Q2,2022,15,Friday,True,False,True,FY2022,Q2,AED
20220416,2022-04-16,16,4,April,Q2,2022,15,Saturday,True,False,True,FY2022,Q2,AED
20220417,2022-04-17,17,4,April,Q2,2022,15,Sunday,False,False,True,FY2022,Q2,AED
20220418,2022-04-18,18,4,April,Q2,2022,16,Monday,False,False,True,FY2022,Q2,AED
20220419,2022-04-19,19,4,April,Q2,2022,16,Tuesday,False,False,True,FY2022,Q2,AED
20220420,2022-04-20,20,4,April,Q2,2022,16,Wednesday,False,False,True,FY2022,Q2,AED
20220421,2022-04-21,21,4,April,Q2,2022,16,Thursday,False,False,True,FY2022,Q2,AED
20220422,2022-04-22,22,4,April,Q2,2022,16,Friday,True,False,True,FY2022,Q2,AED
20220423,2022-04-23,23,4,April,Q2,2022,16,Saturday,True,False,True,FY2022,Q2,AED
20220424,2022-04-24,24,4,April,Q2,2022,16,Sunday,False,False,True,FY2022,Q2,AED
20220425,2022-04-25,25,4,April,Q2,2022,17,Monday,False,False,True,FY2022,Q2,AED
20220426,2022-04-26,26,4,April,Q2,2022,17,Tuesday,False,False,True,FY2022,Q2,AED
20220427,2022-04-27,27,4,April,Q2,2022,17,Wednesday,False,False,True,FY2022,Q2,AED
20220428,2022-04-28,28,4,April,Q2,2022,17,Thursday,False,False,True,FY2022,Q2,AED
20220429,2022-04-29,29,4,April,Q2,2022,17,Friday,True,False,True,FY2022,Q2,AED
20220430,2022-04-30,30,4,April,Q2,2022,17,Saturday,True,False,True,FY2022,Q2,AED
20220501,2022-05-01,1,5,May,Q2,2022,17,Sunday,False,False,True,FY2022,Q2,AED
20220502,2022-05-02,2,5,May,Q2,2022,18,Monday,False,True,False,FY2022,Q2,AED
20220503,2022-05-03,3,5,May,Q2,2022,18,Tuesday,False,True,False,FY2022,Q2,AED
20220504,2022-05-04,4,5,May,Q2,2022,18,Wednesday,False,True,False,FY2022,Q2,AED
20220505,2022-05-05,5,5,May,Q2,2022,18,Thursday,False,True,False,FY2022,Q2,AED
20220506,2022-05-06,6,5,May,Q2,2022,18,Friday,True,False,False,FY2022,Q2,AED
20220507,2022-05-07,7,5,May,Q2,2022,18,Saturday,True,False,False,FY2022,Q2,AED
20220508,2022-05-08,8,5,May,Q2,2022,18,Sunday,False,False,False,FY2022,Q2,AED
20220509,2022-05-09,9,5,May,Q2,2022,19,Monday,False,False,False,FY2022,Q2,AED
20220510,2022-05-10,10,5,May,Q2,2022,19,Tuesday,False,False,False,FY2022,Q2,AED
20220511,2022-05-11,11,5,May,Q2,2022,19,Wednesday,False,False,False,FY2022,Q2,AED
20220512,2022-05-12,12,5,May,Q2,2022,19,Thursday,False,False,False,FY2022,Q2,AED
20220513,2022-05-13,13,5,May,Q2,2022,19,Friday,True,False,False,FY2022,Q2,AED
20220514,2022-05-14,14,5,May,Q2,2022,19,Saturday,True,False,False,FY2022,Q2,AED
20220515,2022-05-15,15,5,May,Q2,2022,19,Sunday,False,False,False,FY2022,Q2,AED
20220516,2022-05-16,16,5,May,Q2,2022,20,Monday,False,False,False,FY2022,Q2,AED
20220517,2022-05-17,17,5,May,Q2,2022,20,Tuesday,False,False,False,FY2022,Q2,AED
20220518,2022-05-18,18,5,May,Q2,2022,20,Wednesday,False,False,False,FY2022,Q2,AED
20220519,2022-05-19,19,5,May,Q2,2022,20,Thursday,False,False,False,FY2022,Q2,AED
20220520,2022-05-20,20,5,May,Q2,2022,20,Friday,True,False,False,FY2022,Q2,AED
20220521,2022-05-21,21,5,May,Q2,2022,20,Saturday,True,False,False,FY2022,Q2,AED
20220522,2022-05-22,22,5,May,Q2,2022,20,Sunday,False,False,False,FY2022,Q2,AED
20220523,2022-05-23,23,5,May,Q2,2022,21,Monday,False,False,False,FY2022,Q2,AED
20220524,2022-05-24,24,5,May,Q2,2022,21,Tuesday,False,False,False,FY2022,Q2,AED
20220525,2022-05-25,25,5,May,Q2,2022,21,Wednesday,False,False,False,FY2022,Q2,AED
20220526,2022-05-26,26,5,May,Q2,2022,21,Thursday,False,False,False,FY2022,Q2,AED
20220527,2022-05-27,27,5,May,Q2,2022,21,Friday,True,False,False,FY2022,Q2,AED
20220528,2022-05-28,28,5,May,Q2,2022,21,Saturday,True,False,False,FY2022,Q2,AED
20220529,2022-05-29,29,5,May,Q2,2022,21,Sunday,False,False,False,FY2022,Q2,AED
20220530,2022-05-30,30,5,May,Q2,2022,22,Monday,False,False,False,FY2022,Q2,AED
20220531,2022-05-31,31,5,May,Q2,2022,22,Tuesday,False,False,False,FY2022,Q2,AED
20220601,2022-06-01,1,6,June,Q2,2022,22,Wednesday,False,False,False,FY2022,Q2,AED
20220602,2022-06-02,2,6,June,Q2,2022,22,Thursday,False,False,False,FY2022,Q2,AED
20220603,2022-06-03,3,6,June,Q2,2022,22,Friday,True,False,False,FY2022,Q2,AED
20220604,2022-06-04,4,6,June,Q2,2022,22,Saturday,True,False,False,FY2022,Q2,AED
20220605,2022-06-05,5,6,June,Q2,2022,22,Sunday,False,False,False,FY2022,Q2,AED
20220606,2022-06-06,6,6,June,Q2,2022,23,Monday,False,False,False,FY2022,Q2,AED
20220607,2022-06-07,7,6,June,Q2,2022,23,Tuesday,False,False,False,FY2022,Q2,AED
20220608,2022-06-08,8,6,June,Q2,2022,23,Wednesday,False,False,False,FY2022,Q2,AED
20220609,2022-06-09,9,6,June,Q2,2022,23,Thursday,False,False,False,FY2022,Q2,AED
20220610,2022-06-10,10,6,June,Q2,2022,23,Friday,True,False,False,FY2022,Q2,AED
20220611,2022-06-11,11,6,June,Q2,2022,23,Saturday,True,False,False,FY2022,Q2,AED
20220612,2022-06-12,12,6,June,Q2,2022,23,Sunday,False,False,False,FY2022,Q2,AED
20220613,2022-06-13,13,6,June,Q2,2022,24,Monday,False,False,False,FY2022,Q2,AED
20220614,2022-06-14,14,6,June,Q2,2022,24,Tuesday,False,False,False,FY2022,Q2,AED
20220615,2022-06-15,15,6,June,Q2,2022,24,Wednesday,False,False,False,FY2022,Q2,AED
20220616,2022-06-16,16,6,June,Q2,2022,24,Thursday,False,False,False,FY2022,Q2,AED
20220617,2022-06-17,17,6,June,Q2,2022,24,Friday,True,False,False,FY2022,Q2,AED
20220618,2022-06-18,18,6,June,Q2,2022,24,Saturday,True,False,False,FY2022,Q2,AED
20220619,2022-06-19,19,6,June,Q2,2022,24,Sunday,False,False,False,FY2022,Q2,AED
20220620,2022-06-20,20,6,June,Q2,2022,25,Monday,False,False,False,FY2022,Q2,AED
20220621,2022-06-21,21,6,June,Q2,2022,25,Tuesday,False,False,False,FY2022,Q2,AED
20220622,2022-06-22,22,6,June,Q2,2022,25,Wednesday,False,False,False,FY2022,Q2,AED
20220623,2022-06-23,23,6,June,Q2,2022,25,Thursday,False,False,False,FY2022,Q2,AED
20220624,2022-06-24,24,6,June,Q2,2022,25,Friday,True,False,False,FY2022,Q2,AED
20220625,2022-06-25,25,6,June,Q2,2022,25,Saturday,True,False,False,FY2022,Q2,AED
20220626,2022-06-26,26,6,June,Q2,2022,25,Sunday,False,False,False,FY2022,Q2,AED
20220627,2022-06-27,27,6,June,Q2,2022,26,Monday,False,False,False,FY2022,Q2,AED
20220628,2022-06-28,28,6,June,Q2,2022,26,Tuesday,False,False,False,FY2022,Q2,AED
20220629,2022-06-29,29,6,June,Q2,2022,26,Wednesday,False,False,False,FY2022,Q2,AED
20220630,2022-06-30,30,6,June,Q2,2022,26,Thursday,False,False,False,FY2022,Q2,AED
20220701,2022-07-01,1,7,July,Q3,2022,26,Friday,True,False,False,FY2022,Q3,AED
20220702,2022-07-02,2,7,July,Q3,2022,26,Saturday,True,False,False,FY2022,Q3,AED
20220703,2022-07-03,3,7,July,Q3,2022,26,Sunday,False,False,False,FY2022,Q3,AED
20220704,2022-07-04,4,7,July,Q3,2022,27,Monday,False,False,False,FY2022,Q3,AED
20220705,2022-07-05,5,7,July,Q3,2022,27,Tuesday,False,False,False,FY2022,Q3,AED
20220706,2022-07-06,6,7,July,Q3,2022,27,Wednesday,False,False,False,FY2022,Q3,AED
20220707,2022-07-07,7,7,July,Q3,2022,27,Thursday,False,False,False,FY2022,Q3,AED
20220708,2022-07-08,8,7,July,Q3,2022,27,Friday,True,False,False,FY2022,Q3,AED
20220709,2022-07-09,9,7,July,Q3,2022,27,Saturday,True,True,False,FY2022,Q3,AED
20220710,2022-07-10,10,7,July,Q3,2022,27,Sunday,False,True,False,FY2022,Q3,AED
20220711,2022-07-11,11,7,July,Q3,2022,28,Monday,False,True,False,FY2022,Q3,AED
20220712,2022-07-12,12,7,July,Q3,2022,28,Tuesday,False,True,False,FY2022,Q3,AED
20220713,2022-07-13,13,7,July,Q3,2022,28,Wednesday,False,False,False,FY2022,Q3,AED
20220714,2022-07-14,14,7,July,Q3,2022,28,Thursday,False,False,False,FY2022,Q3,AED
20220715,2022-07-15,15,7,July,Q3,2022,28,Friday,True,False,False,FY2022,Q3,AED
20220716,2022-07-16,16,7,July,Q3,2022,28,Saturday,True,False,False,FY2022,Q3,AED
20220717,2022-07-17,17,7,July,Q3,2022,28,Sunday,False,False,False,FY2022,Q3,AED
20220718,2022-07-18,18,7,July,Q3,2022,29,Monday,False,False,False,FY2022,Q3,AED
20220719,2022-07-19,19,7,July,Q3,2022,29,Tuesday,False,False,False,FY2022,Q3,AED
20220720,2022-07-20,20,7,July,Q3,2022,29,Wednesday,False,False,False,FY2022,Q3,AED
