SUPPLIER_ID,SUPPLIER_NAME,SUPPLIER_CATEGORY,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,GST_NUMBER,EMAIL,PHONE,STATUS,SUPPLIER_COLOR,DISPLAY_ORDER,OLD_SUPPLIER_CODE,LEGACY_SUPPLIER_ID,EXPORT_FLAG,PRINT_ORDER,CACHE_KEY,TEMP_FLAG,SCREEN_NAME,ICON_NAME,PROFILE_IMAGE,LAST_VISIT_DATE,REPORT_GROUP,MIGRATION_BATCH,SUPPLIER_RATING
SUP095,Supplier 95,Equipment,Jaipur,Rajasthan,India,27GTWRR38392950M,supplier95@company.com,+916180551769,INACTIVE,#FF6B6B,95,OLD95,95,1,13,sup_95,0,SupplierScreen,supplier_icon,supplier_95.jpg,2026-01-26,GROUP3,BATCH_2021,2.18
SUP096,Supplier 96,Finished Goods,Vadodara,Punjab,India,27FNEWQ33929491A,supplier96@company.com,+919298784284,INACTIVE,#4ECDC4,96,OLD96,96,1,88,sup_96,0,SupplierScreen,supplier_icon,supplier_96.jpg,2025-12-15,GROUP9,BATCH_2026,3.59
SUP097,Supplier 97,Raw Materials,Surat,Rajasthan,India,27OISWO41241208R,supplier97@company.com,+917087673553,INACTIVE,#45B7D1,97,OLD97,97,0,55,sup_97,1,SupplierScreen,supplier_icon,supplier_97.jpg,2026-04-22,GROUP7,BATCH_2021,4.22
SUP098,Supplier 98,Finished Goods,Dubai,Dubai,Thailand,,supplier98@company.com,+919518754703,INACTIVE,#FF6B6B,98,OLD98,98,0,54,sup_98,1,SupplierScreen,supplier_icon,supplier_98.jpg,2025-08-17,GROUP6,BATCH_2024,4.02
SUP099,Supplier 99,Precious Metals,Indore,Madhya Pradesh,India,27DVBMP76365848O,supplier99@company.com,+917641167360,INACTIVE,#FF6B6B,99,OLD99,99,1,43,sup_99,0,SupplierScreen,supplier_icon,supplier_99.jpg,2025-12-08,GROUP7,BATCH_2025,4.08
SUP100,Supplier 100,Equipment,Vadodara,Gujarat,India,27QOCBT51427544V,,+917532314860,ACTIVE,#4ECDC4,100,OLD100,100,1,23,sup_100,0,SupplierScreen,supplier_icon,supplier_100.jpg,2026-02-02,GROUP3,BATCH_2025,4.58
SUP101,Supplier 101,Precious Metals,Chandigarh,Gujarat,India,27UNVUD21391690R,supplier101@company.com,+919127920917,INACTIVE,#45B7D1,101,OLD101,101,1,53,sup_101,0,SupplierScreen,supplier_icon,supplier_101.jpg,2025-11-11,GROUP9,BATCH_2025,4.89
SUP102,Supplier 102,Equipment,Vadodara,Punjab,India,27HAZMG97389222S,supplier102@company.com,+917966811435,INACTIVE,#45B7D1,102,OLD102,102,1,2,sup_102,0,SupplierScreen,supplier_icon,supplier_102.jpg,2025-09-19,GROUP4,BATCH_2025,4.36
SUP103,Supplier 103,Precious Metals,Chandigarh,Gujarat,India,27ODFKC16951779X,supplier103@company.com,+919443446672,INACTIVE,#45B7D1,103,OLD103,103,1,78,sup_103,0,SupplierScreen,supplier_icon,supplier_103.jpg,2025-10-23,GROUP8,BATCH_2021,2.75
SUP104,Supplier 104,Equipment,Chandigarh,Gujarat,India,27CBKRO70396606U,supplier104@company.com,+918858597954,INACTIVE,#4ECDC4,104,OLD104,104,0,30,sup_104,0,SupplierScreen,supplier_icon,supplier_104.jpg,2026-01-13,GROUP5,BATCH_2024,4.63
SUP105,Supplier 105,Raw Materials,Vadodara,Punjab,India,27EANBO13982631H,supplier105@company.com,+917639003439,INACTIVE,#4ECDC4,105,OLD105,105,1,28,sup_105,1,SupplierScreen,supplier_icon,supplier_105.jpg,2026-03-24,GROUP8,BATCH_2021,2.11
SUP106,Supplier 106,Equipment,Jaipur,Madhya Pradesh,India,27TTBWP88494935F,supplier106@company.com,+917534595128,ACTIVE,#4ECDC4,106,OLD106,106,0,15,sup_106,1,SupplierScreen,supplier_icon,supplier_106.jpg,2026-05-13,GROUP2,BATCH_2024,4.77
SUP107,Supplier 107,Precious Metals,Bangkok,Bangkok,Hong Kong,,supplier107@company.com,,ACTIVE,#FF6B6B,107,OLD107,107,0,4,sup_107,0,SupplierScreen,supplier_icon,supplier_107.jpg,2026-05-12,GROUP10,BATCH_2023,4.79
SUP108,Supplier 108,Precious Metals,Indore,Madhya Pradesh,India,27THEKS38075588X,supplier108@company.com,+918811702077,ACTIVE,#45B7D1,108,OLD108,108,0,83,sup_108,1,SupplierScreen,supplier_icon,supplier_108.jpg,2025-09-13,GROUP6,BATCH_2021,4.35
SUP109,Supplier 109,Raw Materials,Jaipur,Punjab,India,27UZTIQ43363729J,supplier109@company.com,+918439469919,INACTIVE,#FF6B6B,109,OLD109,109,1,20,sup_109,1,SupplierScreen,supplier_icon,supplier_109.jpg,2026-06-07,GROUP2,BATCH_2026,3.96
SUP110,Supplier 110,Precious Metals,Indore,Gujarat,India,27ZDJME58364716V,supplier110@company.com,+919397150007,INACTIVE,#4ECDC4,110,OLD110,110,1,14,sup_110,1,SupplierScreen,supplier_icon,supplier_110.jpg,2026-02-10,GROUP7,BATCH_2024,3.54
SUP111,Supplier 111,Precious Metals,Jaipur,Punjab,India,27ZOVAH21904232R,supplier111@company.com,+919754111604,ACTIVE,#45B7D1,111,OLD111,111,0,15,sup_111,1,SupplierScreen,supplier_icon,supplier_111.jpg,2025-06-22,GROUP7,BATCH_2026,4.06
SUP112,Supplier 112,Raw Materials,Bangkok,Bangkok,Thailand,,supplier112@company.com,+918598781229,ACTIVE,#FF6B6B,112,OLD112,112,0,79,sup_112,0,SupplierScreen,supplier_icon,supplier_112.jpg,2026-04-22,GROUP10,BATCH_2026,4.56
SUP113,Supplier 113,Precious Metals,Vadodara,Gujarat,India,27TDIDJ38409343J,,+918497722425,ACTIVE,#45B7D1,113,OLD113,113,0,24,sup_113,0,SupplierScreen,supplier_icon,supplier_113.jpg,2026-05-02,GROUP6,BATCH_2022,3.6
SUP114,Supplier 114,Equipment,Chandigarh,Gujarat,India,27ZITJD73604940H,supplier114@company.com,,ACTIVE,#FF6B6B,114,OLD114,114,1,8,sup_114,0,SupplierScreen,supplier_icon,supplier_114.jpg,2025-08-06,GROUP6,BATCH_2022,4.56
SUP115,Supplier 115,Equipment,Jaipur,Punjab,India,27VHOSJ32942751K,supplier115@company.com,+919472530734,ACTIVE,#FF6B6B,115,OLD115,115,0,58,sup_115,0,SupplierScreen,supplier_icon,supplier_115.jpg,2025-11-04,GROUP10,BATCH_2022,4.52
SUP116,Supplier 116,Equipment,Chandigarh,Madhya Pradesh,India,27ZBIPB84922196Y,supplier116@company.com,+916163677214,INACTIVE,#4ECDC4,116,OLD116,116,1,48,sup_116,1,SupplierScreen,supplier_icon,supplier_116.jpg,2025-08-25,GROUP7,BATCH_2021,4.4
SUP117,Supplier 117,Finished Goods,Jaipur,Madhya Pradesh,India,27WDNPN92452538F,supplier117@company.com,+919652586807,ACTIVE,#FF6B6B,117,OLD117,117,1,87,sup_117,1,SupplierScreen,supplier_icon,supplier_117.jpg,2026-03-20,GROUP3,BATCH_2025,4.05
SUP118,Supplier 118,Finished Goods,Chandigarh,Punjab,India,27NAGXO80963500X,,+917780476318,ACTIVE,#45B7D1,118,OLD118,118,0,28,sup_118,0,SupplierScreen,supplier_icon,supplier_118.jpg,2026-05-02,GROUP1,BATCH_2024,3.52
SUP119,Supplier 119,Finished Goods,Jaipur,Gujarat,India,27QZZGS73738651Y,supplier119@company.com,+919148550970,ACTIVE,#FF6B6B,119,OLD119,119,0,69,sup_119,1,SupplierScreen,supplier_icon,supplier_119.jpg,2025-09-21,GROUP10,BATCH_2024,4.02
SUP120,Supplier 120,Raw Materials,Surat,Gujarat,India,27UYJVU46275142E,supplier120@company.com,+919757674635,ACTIVE,#45B7D1,120,OLD120,120,1,84,sup_120,1,SupplierScreen,supplier_icon,supplier_120.jpg,2025-10-23,GROUP3,BATCH_2026,2.93
SUP121,Supplier 121,Precious Metals,Vadodara,Madhya Pradesh,India,27QQJKZ56727495X,supplier121@company.com,+916927850688,INACTIVE,#45B7D1,121,OLD121,121,0,80,sup_121,0,SupplierScreen,supplier_icon,supplier_121.jpg,2025-08-29,GROUP6,BATCH_2023,3.84
SUP122,Supplier 122,Finished Goods,Surat,Rajasthan,India,27JQSZY15217045H,supplier122@company.com,+919745015983,INACTIVE,#45B7D1,122,OLD122,122,1,49,sup_122,0,SupplierScreen,supplier_icon,supplier_122.jpg,2026-06-03,GROUP10,BATCH_2023,2.77
SUP123,Supplier 123,Finished Goods,Chandigarh,Gujarat,India,27KWYRJ91247397C,supplier123@company.com,+916384757887,INACTIVE,#45B7D1,123,OLD123,123,0,57,sup_123,1,SupplierScreen,supplier_icon,supplier_123.jpg,2026-03-05,GROUP7,BATCH_2024,3.81
SUP124,Supplier 124,Raw Materials,Bangkok,Bangkok,Hong Kong,,supplier124@company.com,+918514732010,ACTIVE,#4ECDC4,124,OLD124,124,1,51,sup_124,0,SupplierScreen,supplier_icon,supplier_124.jpg,2025-12-02,GROUP2,BATCH_2024,2.72
SUP125,Supplier 125,Precious Metals,Vadodara,Gujarat,India,27MKRKB11580226T,supplier125@company.com,+917312866706,ACTIVE,#4ECDC4,125,OLD125,125,0,13,sup_125,1,SupplierScreen,supplier_icon,supplier_125.jpg,2025-12-14,GROUP10,BATCH_2026,4.39
SUP126,Supplier 126,Precious Metals,Vadodara,Punjab,India,27IOVHO22105306Q,supplier126@company.com,+916588603505,ACTIVE,#4ECDC4,126,OLD126,126,0,51,sup_126,0,SupplierScreen,supplier_icon,supplier_126.jpg,2025-11-01,GROUP6,BATCH_2022,3.41
SUP127,Supplier 127,Raw Materials,Hong Kong,Hong Kong,Thailand,,supplier127@company.com,+919642045988,ACTIVE,#4ECDC4,127,OLD127,127,0,33,sup_127,0,SupplierScreen,supplier_icon,supplier_127.jpg,2025-06-26,GROUP3,BATCH_2024,4.6
SUP128,Supplier 128,Equipment,Surat,Madhya Pradesh,India,27WXJFS23260934X,supplier128@company.com,+918976474853,ACTIVE,#FF6B6B,128,OLD128,128,0,95,sup_128,0,SupplierScreen,supplier_icon,supplier_128.jpg,2025-11-12,GROUP2,BATCH_2021,4.14
SUP129,Supplier 129,Precious Metals,Surat,Gujarat,India,27XQCFM61219298D,supplier129@company.com,+918859391220,INACTIVE,#FF6B6B,129,OLD129,129,1,85,sup_129,0,SupplierScreen,supplier_icon,supplier_129.jpg,2025-10-01,GROUP9,BATCH_2022,2.08
SUP130,Supplier 130,Equipment,Chandigarh,Punjab,India,27NQNMV13329112F,,+919988489719,ACTIVE,#FF6B6B,130,OLD130,130,1,33,sup_130,0,SupplierScreen,supplier_icon,supplier_130.jpg,2025-07-18,GROUP4,BATCH_2021,4.84
SUP131,Supplier 131,Precious Metals,Bangkok,Bangkok,Thailand,,supplier131@company.com,+917234523789,ACTIVE,#FF6B6B,131,OLD131,131,1,11,sup_131,0,SupplierScreen,supplier_icon,supplier_131.jpg,2026-06-16,GROUP9,BATCH_2025,3.47
SUP132,Supplier 132,Raw Materials,Chandigarh,Punjab,India,27ZDSCB73825985L,supplier132@company.com,+916654401497,ACTIVE,#FF6B6B,132,OLD132,132,0,63,sup_132,0,SupplierScreen,supplier_icon,supplier_132.jpg,2026-02-11,GROUP6,BATCH_2024,3.01
SUP133,Supplier 133,Equipment,Dubai,Dubai,Hong Kong,,supplier133@company.com,+919573863249,INACTIVE,#45B7D1,133,OLD133,133,1,74,sup_133,0,SupplierScreen,supplier_icon,supplier_133.jpg,2025-10-04,GROUP9,BATCH_2025,3.41
SUP134,Supplier 134,Raw Materials,Vadodara,Rajasthan,India,27QWBFF12559688A,supplier134@company.com,+919610007784,ACTIVE,#45B7D1,134,OLD134,134,1,83,sup_134,1,SupplierScreen,supplier_icon,supplier_134.jpg,2025-10-16,GROUP5,BATCH_2024,3.21
SUP135,Supplier 135,Raw Materials,Bangkok,Bangkok,Thailand,,supplier135@company.com,+917509608574,INACTIVE,#45B7D1,135,OLD135,135,1,16,sup_135,1,SupplierScreen,supplier_icon,supplier_135.jpg,2026-05-22,GROUP9,BATCH_2022,3.06
SUP136,Supplier 136,Equipment,Jaipur,Madhya Pradesh,India,27SCLOA74001258E,supplier136@company.com,+917219555248,ACTIVE,#FF6B6B,136,OLD136,136,1,81,sup_136,1,SupplierScreen,supplier_icon,supplier_136.jpg,2025-09-20,GROUP4,BATCH_2023,3.95
SUP137,Supplier 137,Finished Goods,Hong Kong,Hong Kong,Singapore,,supplier137@company.com,+917140186855,ACTIVE,#4ECDC4,137,OLD137,137,0,9,sup_137,0,SupplierScreen,supplier_icon,supplier_137.jpg,2025-08-29,GROUP6,BATCH_2021,3.55
SUP138,Supplier 138,Raw Materials,Dubai,Dubai,UAE,,supplier138@company.com,+919936355447,INACTIVE,#4ECDC4,138,OLD138,138,0,77,sup_138,0,SupplierScreen,supplier_icon,supplier_138.jpg,2025-07-20,GROUP7,BATCH_2023,4.49
SUP139,Supplier 139,Precious Metals,Chandigarh,Madhya Pradesh,India,27JQHWR42513099D,supplier139@company.com,+918305445854,INACTIVE,#4ECDC4,139,OLD139,139,1,69,sup_139,1,SupplierScreen,supplier_icon,supplier_139.jpg,2025-08-13,GROUP10,BATCH_2022,4.53
SUP140,Supplier 140,Finished Goods,Hong Kong,Hong Kong,Singapore,,supplier140@company.com,+917337480855,ACTIVE,#45B7D1,140,OLD140,140,0,30,sup_140,1,SupplierScreen,supplier_icon,supplier_140.jpg,2025-08-12,GROUP5,BATCH_2024,3.65
SUP141,Supplier 141,Raw Materials,Surat,Punjab,India,27LZAII19148881X,supplier141@company.com,+918017354168,ACTIVE,#FF6B6B,141,OLD141,141,1,24,sup_141,0,SupplierScreen,supplier_icon,supplier_141.jpg,2026-04-20,GROUP10,BATCH_2026,3.42
SUP142,Supplier 142,Finished Goods,Surat,Rajasthan,India,27GGFEV18508653X,supplier142@company.com,+919714864940,ACTIVE,#4ECDC4,142,OLD142,142,0,62,sup_142,0,SupplierScreen,supplier_icon,supplier_142.jpg,2025-09-25,GROUP8,BATCH_2021,3.7
SUP143,Supplier 143,Equipment,Vadodara,Madhya Pradesh,India,27VEJBQ57874994V,,,INACTIVE,#FF6B6B,143,OLD143,143,1,41,sup_143,0,SupplierScreen,supplier_icon,supplier_143.jpg,2025-09-02,GROUP6,BATCH_2026,3.61
SUP144,Supplier 144,Finished Goods,Singapore,Singapore,Hong Kong,,supplier144@company.com,+916328566936,ACTIVE,#45B7D1,144,OLD144,144,0,42,sup_144,0,SupplierScreen,supplier_icon,supplier_144.jpg,2025-11-20,GROUP6,BATCH_2021,4.33
SUP145,Supplier 145,Finished Goods,Indore,Rajasthan,India,27IXZKW41082561S,supplier145@company.com,+917494883843,ACTIVE,#FF6B6B,145,OLD145,145,1,43,sup_145,1,SupplierScreen,supplier_icon,supplier_145.jpg,2025-09-18,GROUP2,BATCH_2021,3.28
SUP146,Supplier 146,Raw Materials,Jaipur,Madhya Pradesh,India,27VNERD34298331T,supplier146@company.com,+916124100312,ACTIVE,#FF6B6B,146,OLD146,146,1,71,sup_146,1,SupplierScreen,supplier_icon,supplier_146.jpg,2026-02-10,GROUP6,BATCH_2023,2.25
SUP147,Supplier 147,Raw Materials,Indore,Gujarat,India,27OBRMT55752381G,supplier147@company.com,+916736076498,INACTIVE,#FF6B6B,147,OLD147,147,0,56,sup_147,1,SupplierScreen,supplier_icon,supplier_147.jpg,2025-11-08,GROUP9,BATCH_2023,4.13
SUP148,Supplier 148,Precious Metals,Chandigarh,Punjab,India,27KIBZY47128436W,supplier148@company.com,+919792031124,ACTIVE,#4ECDC4,148,OLD148,148,0,21,sup_148,0,SupplierScreen,supplier_icon,supplier_148.jpg,2025-09-10,GROUP3,BATCH_2026,3.09
SUP149,Supplier 149,Raw Materials,Surat,Gujarat,India,27EHNAA26736076M,supplier149@company.com,+917213986783,ACTIVE,#FF6B6B,149,OLD149,149,1,20,sup_149,0,SupplierScreen,supplier_icon,supplier_149.jpg,2026-03-22,GROUP2,BATCH_2023,3.14
SUP150,Supplier 150,Finished Goods,Bangkok,Bangkok,Thailand,,,,ACTIVE,#FF6B6B,150,OLD150,150,0,7,sup_150,1,SupplierScreen,supplier_icon,supplier_150.jpg,2026-05-10,GROUP8,BATCH_2022,3.31
SUP151,Supplier 151,Equipment,Dubai,Dubai,Singapore,,supplier151@company.com,+918363428797,ACTIVE,#4ECDC4,151,OLD151,151,1,16,sup_151,0,SupplierScreen,supplier_icon,supplier_151.jpg,2025-06-21,GROUP7,BATCH_2026,3.07
SUP152,Supplier 152,Equipment,Hong Kong,Hong Kong,Hong Kong,,supplier152@company.com,+917007600496,INACTIVE,#45B7D1,152,OLD152,152,0,99,sup_152,1,SupplierScreen,supplier_icon,supplier_152.jpg,2025-10-14,GROUP4,BATCH_2024,2.81
SUP153,Supplier 153,Precious Metals,Surat,Punjab,India,27COPRQ46680457D,supplier153@company.com,+917943975465,INACTIVE,#45B7D1,153,OLD153,153,0,13,sup_153,1,SupplierScreen,supplier_icon,supplier_153.jpg,2026-04-11,GROUP3,BATCH_2022,2.23
SUP154,Supplier 154,Precious Metals,Vadodara,Madhya Pradesh,India,27BTVFK89400206T,supplier154@company.com,+916283878834,ACTIVE,#FF6B6B,154,OLD154,154,0,85,sup_154,0,SupplierScreen,supplier_icon,supplier_154.jpg,2025-07-25,GROUP4,BATCH_2022,2.01
SUP155,Supplier 155,Raw Materials,Surat,Gujarat,India,27ILXOF35876713X,supplier155@company.com,+916113645934,ACTIVE,#45B7D1,155,OLD155,155,0,82,sup_155,0,SupplierScreen,supplier_icon,supplier_155.jpg,2026-06-14,GROUP1,BATCH_2025,2.42
SUP156,Supplier 156,Precious Metals,Indore,Gujarat,India,27VSIJA90233409V,supplier156@company.com,+919526593287,ACTIVE,#FF6B6B,156,OLD156,156,0,43,sup_156,0,SupplierScreen,supplier_icon,supplier_156.jpg,2026-05-16,GROUP4,BATCH_2023,2.76
SUP157,Supplier 157,Finished Goods,Bangkok,Bangkok,Thailand,,supplier157@company.com,+916803398504,ACTIVE,#45B7D1,157,OLD157,157,1,14,sup_157,0,SupplierScreen,supplier_icon,supplier_157.jpg,2025-10-06,GROUP10,BATCH_2024,4.43
SUP158,Supplier 158,Precious Metals,Bangkok,Bangkok,Singapore,,supplier158@company.com,+917232089252,INACTIVE,#45B7D1,158,OLD158,158,0,35,sup_158,0,SupplierScreen,supplier_icon,supplier_158.jpg,2025-12-03,GROUP6,BATCH_2025,3.03
SUP159,Supplier 159,Precious Metals,Bangkok,Bangkok,Singapore,,,+917732060035,INACTIVE,#FF6B6B,159,OLD159,159,0,45,sup_159,0,SupplierScreen,supplier_icon,supplier_159.jpg,2025-10-02,GROUP6,BATCH_2023,2.69
SUP160,Supplier 160,Equipment,Vadodara,Gujarat,India,27CLOJX36933756U,supplier160@company.com,+917389297586,INACTIVE,#FF6B6B,160,OLD160,160,0,11,sup_160,1,SupplierScreen,supplier_icon,supplier_160.jpg,2025-07-09,GROUP8,BATCH_2022,2.4
SUP161,Supplier 161,Equipment,Indore,Gujarat,India,27EJCMA48138790Q,supplier161@company.com,+916810471688,INACTIVE,#4ECDC4,161,OLD161,161,1,64,sup_161,1,SupplierScreen,supplier_icon,supplier_161.jpg,2025-11-18,GROUP9,BATCH_2022,3.72
SUP162,Supplier 162,Finished Goods,Surat,Rajasthan,India,27YZDDU27538652B,supplier162@company.com,+918705835203,ACTIVE,#45B7D1,162,OLD162,162,0,12,sup_162,0,SupplierScreen,supplier_icon,supplier_162.jpg,2026-01-01,GROUP8,BATCH_2023,4.51
SUP163,Supplier 163,Raw Materials,Singapore,Singapore,Thailand,,supplier163@company.com,+917451749744,ACTIVE,#FF6B6B,163,OLD163,163,1,11,sup_163,1,SupplierScreen,supplier_icon,supplier_163.jpg,2026-04-14,GROUP4,BATCH_2021,2.77
SUP164,Supplier 164,Equipment,Chandigarh,Punjab,India,27WGFDR93655748A,supplier164@company.com,+916185484019,INACTIVE,#4ECDC4,164,OLD164,164,0,80,sup_164,0,SupplierScreen,supplier_icon,supplier_164.jpg,2025-08-09,GROUP7,BATCH_2022,4.67
SUP165,Supplier 165,Raw Materials,Indore,Rajasthan,India,27QUELJ79267147U,supplier165@company.com,+917261872340,ACTIVE,#FF6B6B,165,OLD165,165,0,69,sup_165,1,SupplierScreen,supplier_icon,supplier_165.jpg,2025-11-04,GROUP7,BATCH_2023,2.02
SUP166,Supplier 166,Finished Goods,Hong Kong,Hong Kong,UAE,,supplier166@company.com,,INACTIVE,#45B7D1,166,OLD166,166,0,75,sup_166,1,SupplierScreen,supplier_icon,supplier_166.jpg,2026-04-21,GROUP9,BATCH_2024,4.23
SUP167,Supplier 167,Precious Metals,Jaipur,Gujarat,India,27TBKHN95644162Z,supplier167@company.com,+916415933907,INACTIVE,#FF6B6B,167,OLD167,167,0,97,sup_167,0,SupplierScreen,supplier_icon,supplier_167.jpg,2025-12-12,GROUP8,BATCH_2022,2.78
SUP168,Supplier 168,Precious Metals,Singapore,Singapore,Hong Kong,,supplier168@company.com,+916109142779,INACTIVE,#4ECDC4,168,OLD168,168,0,61,sup_168,1,SupplierScreen,supplier_icon,supplier_168.jpg,2026-05-25,GROUP8,BATCH_2025,2.2
SUP169,Supplier 169,Equipment,Chandigarh,Gujarat,India,27LBNRO43262928B,supplier169@company.com,+916981104348,INACTIVE,#FF6B6B,169,OLD169,169,0,49,sup_169,1,SupplierScreen,supplier_icon,supplier_169.jpg,2026-02-17,GROUP1,BATCH_2025,4.08
SUP170,Supplier 170,Equipment,Surat,Madhya Pradesh,India,27NJEPI43542207K,supplier170@company.com,+916307889436,ACTIVE,#4ECDC4,170,OLD170,170,1,81,sup_170,0,SupplierScreen,supplier_icon,supplier_170.jpg,2026-01-29,GROUP5,BATCH_2022,2.84
SUP171,Supplier 171,Finished Goods,Vadodara,Madhya Pradesh,India,27KUKVY89764355I,supplier171@company.com,+916990965390,INACTIVE,#4ECDC4,171,OLD171,171,0,57,sup_171,0,SupplierScreen,supplier_icon,supplier_171.jpg,2025-12-17,GROUP9,BATCH_2021,4.92
SUP172,Supplier 172,Finished Goods,Indore,Madhya Pradesh,India,27NDMTJ83050179A,,+919661314609,ACTIVE,#4ECDC4,172,OLD172,172,0,36,sup_172,0,SupplierScreen,supplier_icon,supplier_172.jpg,2025-08-20,GROUP1,BATCH_2024,2.19
SUP173,Supplier 173,Finished Goods,Dubai,Dubai,UAE,,supplier173@company.com,+916975736283,ACTIVE,#4ECDC4,173,OLD173,173,1,99,sup_173,1,SupplierScreen,supplier_icon,supplier_173.jpg,2025-07-04,GROUP6,BATCH_2022,3.55
SUP174,Supplier 174,Raw Materials,Surat,Punjab,India,27LYLVR18435191L,,+917444241919,ACTIVE,#FF6B6B,174,OLD174,174,1,9,sup_174,1,SupplierScreen,supplier_icon,supplier_174.jpg,2026-03-11,GROUP1,BATCH_2021,2.36
SUP175,Supplier 175,Equipment,Jaipur,Punjab,India,27VIXSJ53234139V,supplier175@company.com,,ACTIVE,#FF6B6B,175,OLD175,175,1,51,sup_175,1,SupplierScreen,supplier_icon,supplier_175.jpg,2025-10-23,GROUP3,BATCH_2021,3.57
SUP176,Supplier 176,Precious Metals,Surat,Gujarat,India,27MIYND85258424Z,supplier176@company.com,,ACTIVE,#45B7D1,176,OLD176,176,0,62,sup_176,1,SupplierScreen,supplier_icon,supplier_176.jpg,2026-01-20,GROUP5,BATCH_2026,3.67
SUP177,Supplier 177,Raw Materials,Surat,Madhya Pradesh,India,27MUAKL90940059I,supplier177@company.com,+919062775693,INACTIVE,#FF6B6B,177,OLD177,177,0,6,sup_177,0,SupplierScreen,supplier_icon,supplier_177.jpg,2026-05-20,GROUP4,BATCH_2023,3.78
SUP178,Supplier 178,Equipment,Jaipur,Madhya Pradesh,India,27NFVCP58628612V,supplier178@company.com,+916509909957,INACTIVE,#FF6B6B,178,OLD178,178,0,54,sup_178,1,SupplierScreen,supplier_icon,supplier_178.jpg,2026-02-16,GROUP10,BATCH_2024,2.92
SUP179,Supplier 179,Precious Metals,Vadodara,Gujarat,India,27ATBNC80002779F,supplier179@company.com,+916653876813,INACTIVE,#FF6B6B,179,OLD179,179,1,8,sup_179,1,SupplierScreen,supplier_icon,supplier_179.jpg,2026-01-21,GROUP6,BATCH_2026,4.52
SUP180,Supplier 180,Equipment,Jaipur,Gujarat,India,27TTHLS94865453P,supplier180@company.com,+916040548763,INACTIVE,#45B7D1,180,OLD180,180,0,14,sup_180,1,SupplierScreen,supplier_icon,supplier_180.jpg,2025-06-20,GROUP5,BATCH_2022,3.1
SUP181,Supplier 181,Equipment,Indore,Gujarat,India,27CMHZX97622071U,,+916196106301,ACTIVE,#4ECDC4,181,OLD181,181,0,91,sup_181,1,SupplierScreen,supplier_icon,supplier_181.jpg,2026-01-24,GROUP10,BATCH_2024,4.49
SUP182,Supplier 182,Raw Materials,Indore,Punjab,India,27DNSWZ62252809G,supplier182@company.com,+917238100459,INACTIVE,#FF6B6B,182,OLD182,182,0,94,sup_182,1,SupplierScreen,supplier_icon,supplier_182.jpg,2026-06-12,GROUP3,BATCH_2023,3.78
SUP183,Supplier 183,Equipment,Chandigarh,Gujarat,India,27OQOTA69404710D,supplier183@company.com,+919066003990,ACTIVE,#45B7D1,183,OLD183,183,0,57,sup_183,0,SupplierScreen,supplier_icon,supplier_183.jpg,2025-11-15,GROUP4,BATCH_2021,2.81
SUP184,Supplier 184,Equipment,Vadodara,Gujarat,India,27NIWCC34702690Z,supplier184@company.com,+917582399989,ACTIVE,#FF6B6B,184,OLD184,184,0,86,sup_184,1,SupplierScreen,supplier_icon,supplier_184.jpg,2025-09-02,GROUP6,BATCH_2022,4.7
SUP185,Supplier 185,Equipment,Vadodara,Gujarat,India,27PLOIL66517306R,supplier185@company.com,+919614170858,INACTIVE,#FF6B6B,185,OLD185,185,0,79,sup_185,0,SupplierScreen,supplier_icon,supplier_185.jpg,2026-02-13,GROUP1,BATCH_2026,3.9
SUP186,Supplier 186,Precious Metals,Jaipur,Rajasthan,India,27RQVTE23423659A,supplier186@company.com,+917871851567,INACTIVE,#45B7D1,186,OLD186,186,1,16,sup_186,1,SupplierScreen,supplier_icon,supplier_186.jpg,2025-09-03,GROUP10,BATCH_2024,4.5
SUP187,Supplier 187,Raw Materials,Surat,Gujarat,India,27ZYYAL19153613Z,supplier187@company.com,+919653977634,INACTIVE,#4ECDC4,187,OLD187,187,0,86,sup_187,0,SupplierScreen,supplier_icon,supplier_187.jpg,2026-01-25,GROUP2,BATCH_2025,3.17
SUP188,Supplier 188,Equipment,Jaipur,Madhya Pradesh,India,27QPWSZ52569402L,supplier188@company.com,+918860691979,INACTIVE,#4ECDC4,188,OLD188,188,0,87,sup_188,0,SupplierScreen,supplier_icon,supplier_188.jpg,2025-06-24,GROUP5,BATCH_2024,2.08
SUP189,Supplier 189,Precious Metals,Singapore,Singapore,UAE,,supplier189@company.com,+918078144889,INACTIVE,#FF6B6B,189,OLD189,189,1,27,sup_189,1,SupplierScreen,supplier_icon,supplier_189.jpg,2025-08-17,GROUP2,BATCH_2024,2.22
SUP190,Supplier 190,Equipment,Hong Kong,Hong Kong,UAE,,supplier190@company.com,+916907510595,ACTIVE,#4ECDC4,190,OLD190,190,0,88,sup_190,1,SupplierScreen,supplier_icon,supplier_190.jpg,2025-08-21,GROUP1,BATCH_2021,3.33
SUP191,Supplier 191,Raw Materials,Surat,Madhya Pradesh,India,27LRAQD50800020X,supplier191@company.com,+919941283495,INACTIVE,#45B7D1,191,OLD191,191,0,3,sup_191,0,SupplierScreen,supplier_icon,supplier_191.jpg,2025-10-23,GROUP6,BATCH_2022,4.92
